zip,latitude,longitude,city,state,county,name
57022,43.803585,-96.699766,Dell Rapids,SD,Minnehaha,South Dakota
57047,43.489841,-97.250932,Monroe,SD,Turner,South Dakota
57024,43.998434,-96.648034,Egan,SD,Moody,South Dakota
57049,42.587483,-96.585026,North Sioux City,SD,Union,South Dakota
57026,44.289677,-96.540249,Elkton,SD,Brookings,South Dakota
57050,44.021983,-97.129455,Nunda,SD,Lake,South Dakota
57028,43.984004,-96.616189,Flandreau,SD,Moody,South Dakota
57052,43.284183,-97.718224,Olivet,SD,Hutchinson,South Dakota
57031,42.886136,-97.209902,Gayville,SD,Yankton,South Dakota
57054,44.1186,-97.215191,Ramona,SD,Lake,South Dakota
57033,43.630545,-96.814539,Hartford,SD,Minnehaha,South Dakota
57056,43.521559,-96.558738,Rowena,SD,Minnehaha,South Dakota
57035,43.637836,-96.816129,Humboldt,SD,Minnehaha,South Dakota
57058,43.639298,-97.343417,Salem,SD,Mccook,South Dakota
57037,43.068331,-97.130498,Irene,SD,Clay,South Dakota
57061,44.242764,-97.018205,Sinai,SD,Brookings,South Dakota
57039,43.298098,-96.856021,Lennox,SD,Lincoln,South Dakota
57063,42.947515,-97.714195,Tabor,SD,Bon Homme,South Dakota
57040,43.06062,-97.568901,Lesterville,SD,Yankton,South Dakota
57065,43.907616,-96.653301,Trent,SD,Moody,South Dakota
57042,44.054223,-97.091339,Madison,SD,Lake,South Dakota
57067,43.016376,-97.369385,Utica,SD,Yankton,South Dakota
57044,42.840984,-97.091959,Meckling,SD,Clay,South Dakota
57069,42.854124,-96.973318,Vermillion,SD,Clay,South Dakota
57046,42.969251,-97.297103,Mission Hill,SD,Yankton,South Dakota
57070,43.188383,-97.180373,Viborg,SD,Turner,South Dakota
57048,43.696853,-97.18593,Montrose,SD,Mccook,South Dakota
57072,43.002044,-97.239829,Volin,SD,Yankton,South Dakota
57051,44.245942,-97.32031,Oldham,SD,Kingsbury,South Dakota
57076,44.021983,-97.129455,Winfred,SD,Lake,South Dakota
57053,43.399595,-97.134211,Parker,SD,Turner,South Dakota
57078,42.94396,-97.37689,Yankton,SD,Yankton,South Dakota
57055,43.666979,-96.760473,Renner,SD,Minnehaha,South Dakota
57104,43.589218,-96.685294,Sioux Falls,SD,Minnehaha,South Dakota
57057,44.021983,-97.129455,Rutland,SD,Lake,South Dakota
57106,43.529244,-96.780065,Sioux Falls,SD,Minnehaha,South Dakota
57059,43.024378,-97.783482,Scotland,SD,Bon Homme,South Dakota
57108,43.550404,-96.696878,Sioux Falls,SD,Minnehaha,South Dakota
57062,42.881672,-97.926212,Springfield,SD,Bon Homme,South Dakota
57115,43.521895,-96.868464,Buffalo Ridge,SD,Minnehaha,South Dakota
57064,43.41434,-96.842783,Tea,SD,Lincoln,South Dakota
57117,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57066,42.98853,-97.873263,Tyndall,SD,Bon Homme,South Dakota
57186,,,Sioux Falls,SD,Minnehaha,South Dakota
57068,43.594402,-96.528511,Valley Springs,SD,Minnehaha,South Dakota
57188,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57071,44.369694,-96.790512,Volga,SD,Brookings,South Dakota
57193,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57073,42.996509,-97.058654,Wakonda,SD,Clay,South Dakota
57195,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57075,43.996979,-96.967095,Wentworth,SD,Lake,South Dakota
57197,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57077,43.286596,-96.776784,Worthing,SD,Lincoln,South Dakota
57201,44.955643,-97.177954,Watertown,SD,Codington,South Dakota
57079,42.867556,-97.390268,Yankton,SD,Yankton,South Dakota
57212,44.368264,-97.246086,Arlington,SD,Kingsbury,South Dakota
57101,43.546358,-96.69063,Sioux Falls,SD,Minnehaha,South Dakota
57214,44.484381,-97.209173,Badger,SD,Kingsbury,South Dakota
57103,43.548433,-96.63871,Sioux Falls,SD,Minnehaha,South Dakota
57216,45.170552,-96.534574,Big Stone City,SD,Grant,South Dakota
57105,43.518636,-96.732266,Sioux Falls,SD,Minnehaha,South Dakota
57218,44.76048,-96.668424,Brandt,SD,Deuel,South Dakota
57107,43.600064,-96.801033,Sioux Falls,SD,Minnehaha,South Dakota
57221,44.590094,-97.466776,Bryant,SD,Hamlin,South Dakota
57109,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57223,44.65665,-97.116149,Castlewood,SD,Hamlin,South Dakota
57110,43.548613,-96.633203,Sioux Falls,SD,Minnehaha,South Dakota
57225,44.891983,-97.832972,Clark,SD,Clark,South Dakota
57118,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57227,45.616422,-96.849416,Corona,SD,Roberts,South Dakota
57189,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57232,45.631054,-97.40057,Eden,SD,Marshall,South Dakota
57192,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57234,44.673762,-97.188324,Estelline,SD,Hamlin,South Dakota
57194,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57236,44.848565,-97.737227,Garden City,SD,Clark,South Dakota
57196,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57238,44.76048,-96.668424,Goodwin,SD,Deuel,South Dakota
57198,43.674582,-96.79134,Sioux Falls,SD,Minnehaha,South Dakota
57241,44.657338,-97.20497,Hayti,SD,Hamlin,South Dakota
57202,44.977634,-97.188372,Waverly,SD,Codington,South Dakota
57243,44.929255,-97.391955,Henry,SD,Codington,South Dakota
57213,44.562302,-96.591264,Astoria,SD,Deuel,South Dakota
57245,44.892254,-96.917412,Kranzburg,SD,Codington,South Dakota
57217,44.90626,-97.708049,Bradley,SD,Clark,South Dakota
57247,45.717904,-97.470748,Lake City,SD,Marshall,South Dakota
57219,45.319218,-97.637812,Bristol,SD,Day,South Dakota
57249,44.369159,-97.382824,Lake Preston,SD,Kingsbury,South Dakota
57220,44.456735,-96.89302,Bruce,SD,Brookings,South Dakota
57252,45.171617,-96.629203,Milbank,SD,Grant,South Dakota
57224,45.616422,-96.849416,Claire City,SD,Roberts,South Dakota
57256,45.616422,-96.849416,Ortley,SD,Roberts,South Dakota
57226,44.761249,-96.690651,Clear Lake,SD,Deuel,South Dakota
57258,44.910756,-97.939298,Raymond,SD,Clark,South Dakota
57231,44.369482,-97.542049,De Smet,SD,Kingsbury,South Dakota
57261,45.369855,-97.603949,Roslyn,SD,Day,South Dakota
57233,44.470856,-97.370412,Erwin,SD,Kingsbury,South Dakota
57263,45.100745,-97.036356,South Shore,SD,Codington,South Dakota
57235,45.015481,-97.306014,Florence,SD,Codington,South Dakota
57265,45.021579,-96.74078,Strandburg,SD,Grant,South Dakota
57237,44.792302,-96.45927,Gary,SD,Deuel,South Dakota
57269,45.230876,-96.823706,Twin Brooks,SD,Grant,South Dakota
57239,45.369855,-97.603949,Grenville,SD,Day,South Dakota
57270,45.849458,-97.376617,Veblen,SD,Marshall,South Dakota
57242,44.759144,-97.381575,Hazel,SD,Hamlin,South Dakota
57272,45.093607,-97.453149,Wallace,SD,Codington,South Dakota
57244,44.425409,-97.289881,Hetland,SD,Kingsbury,South Dakota
57274,45.31506,-97.525395,Webster,SD,Day,South Dakota
57246,45.115408,-96.670622,Labolt,SD,Grant,South Dakota
57276,44.405596,-96.599788,White,SD,Brookings,South Dakota
57248,44.588234,-97.142872,Lake Norden,SD,Hamlin,South Dakota
57278,44.659815,-97.573152,Willow Lake,SD,Clark,South Dakota
57251,45.274296,-96.942159,Marvin,SD,Grant,South Dakota
57311,43.66844,-97.75632,Alexandria,SD,Hanson,South Dakota
57253,45.151477,-96.839235,Milbank,SD,Grant,South Dakota
57313,43.341035,-98.398964,Armour,SD,Douglas,South Dakota
57255,45.616422,-96.849416,New Effington,SD,Roberts,South Dakota
57315,42.988284,-97.878579,Avon,SD,Bon Homme,South Dakota
57257,45.542151,-96.951675,Peever,SD,Roberts,South Dakota
57317,43.248832,-99.016376,Bonesteel,SD,Gregory,South Dakota
57259,45.080517,-96.555664,Revillo,SD,Grant,South Dakota
57319,43.550264,-97.469058,Bridgewater,SD,Mccook,South Dakota
57260,45.616422,-96.849416,Rosholt,SD,Roberts,South Dakota
57322,44.848565,-97.737227,Carpenter,SD,Clark,South Dakota
57262,45.541443,-96.970202,Sisseton,SD,Roberts,South Dakota
57324,44.325314,-98.013968,Cavour,SD,Beadle,South Dakota
57264,45.106694,-96.802259,Stockholm,SD,Grant,South Dakota
57326,43.71725,-99.131736,Chamberlain,SD,Brule,South Dakota
57266,45.30204,-97.036537,Summit,SD,Roberts,South Dakota
57328,43.420306,-98.439859,Corsica,SD,Douglas,South Dakota
57268,44.567419,-96.59444,Toronto,SD,Deuel,South Dakota
57331,43.470444,-97.999352,Dimock,SD,Hutchinson,South Dakota
57271,44.848565,-97.737227,Vienna,SD,Clark,South Dakota
57335,43.248832,-99.016376,Fairfax,SD,Gregory,South Dakota
57273,45.332568,-97.307239,Waubay,SD,Day,South Dakota
57337,44.001852,-97.750838,Fedora,SD,Miner,South Dakota
57279,45.39857,-96.832256,Wilmot,SD,Roberts,South Dakota
57339,44.064873,-99.251509,Fort Thompson,SD,Buffalo,South Dakota
57301,43.69591,-98.086401,Mitchell,SD,Davison,South Dakota
57340,43.762939,-97.869025,Fulton,SD,Hanson,South Dakota
57312,44.122811,-98.412198,Alpena,SD,Jerauld,South Dakota
57342,43.251263,-98.736404,Geddes,SD,Charles Mix,South Dakota
57314,44.020961,-98.01144,Artesian,SD,Sanborn,South Dakota
57344,43.409186,-98.528068,Harrison,SD,Douglas,South Dakota
57321,43.892123,-97.540053,Canova,SD,Miner,South Dakota
57346,44.545094,-99.488221,Stephan,SD,Hyde,South Dakota
57323,44.138176,-97.720661,Carthage,SD,Miner,South Dakota
57348,44.567404,-98.406424,Hitchcock,SD,Beadle,South Dakota
57325,43.772585,-99.149806,Chamberlain,SD,Brule,South Dakota
57353,44.369593,-97.652194,Iroquois,SD,Kingsbury,South Dakota
57329,42.984707,-98.175204,Dante,SD,Charles Mix,South Dakota
57355,43.744477,-98.95381,Kimball,SD,Brule,South Dakota
57330,43.290614,-98.178372,Delmont,SD,Douglas,South Dakota
57357,43.136365,-98.427173,Ravinia,SD,Charles Mix,South Dakota
57332,43.586451,-97.65539,Emery,SD,Hanson,South Dakota
57359,43.953471,-98.151193,Letcher,SD,Sanborn,South Dakota
57334,43.59997,-98.074101,Ethan,SD,Davison,South Dakota
57362,44.480979,-99.062766,Miller,SD,Hand,South Dakota
57341,44.064873,-99.251509,Gann Valley,SD,Buffalo,South Dakota
57364,43.427358,-98.608778,New Holland,SD,Douglas,South Dakota
57345,44.574651,-99.486417,Highmore,SD,Hyde,South Dakota
57366,43.383849,-97.915618,Parkston,SD,Hutchinson,South Dakota
57349,44.037102,-97.56034,Howard,SD,Miner,South Dakota
57368,43.746753,-98.518533,Plankinton,SD,Aurora,South Dakota
57350,44.398874,-98.180113,Huron,SD,Beadle,South Dakota
57371,44.422833,-99.218556,Ree Heights,SD,Hand,South Dakota
57354,43.334069,-97.756924,Kaylor,SD,Hutchinson,South Dakota
57373,44.495497,-98.869647,Saint Lawrence,SD,Hand,South Dakota
57356,43.147572,-98.527479,Lake Andes,SD,Charles Mix,South Dakota
57375,43.571628,-98.498361,Stickney,SD,Aurora,South Dakota
57358,44.069628,-98.425228,Lane,SD,Jerauld,South Dakota
57379,44.283816,-98.50273,Virgil,SD,Beadle,South Dakota
57361,43.01957,-98.446929,Marty,SD,Charles Mix,South Dakota
57380,43.034725,-98.315504,Wagner,SD,Charles Mix,South Dakota
57363,43.674994,-98.164483,Mount Vernon,SD,Davison,South Dakota
57382,44.066415,-98.675133,Wessington Springs,SD,Jerauld,South Dakota
57365,43.797502,-99.394735,Oacoma,SD,Lyman,South Dakota
57384,44.44945,-98.487894,Wolsey,SD,Beadle,South Dakota
57367,43.067306,-98.522951,Pickstown,SD,Charles Mix,South Dakota
57386,44.522526,-98.040081,Yale,SD,Beadle,South Dakota
57369,43.2916,-98.767186,Platte,SD,Charles Mix,South Dakota
57399,44.414319,-98.279548,Huron,SD,Beadle,South Dakota
57370,43.776542,-99.186931,Pukwana,SD,Brule,South Dakota
57401,45.476172,-98.410405,Aberdeen,SD,Brown,South Dakota
57374,43.723565,-97.581441,Spencer,SD,Mccook,South Dakota
57421,45.758528,-97.927389,Amherst,SD,Marshall,South Dakota
57376,43.24846,-97.923502,Tripp,SD,Hutchinson,South Dakota
57427,45.626851,-98.270454,Bath,SD,Brown,South Dakota
57381,44.415437,-98.642453,Wessington,SD,Beadle,South Dakota
57429,45.163452,-98.319296,Brentford,SD,Spink,South Dakota
57383,43.714955,-98.644922,White Lake,SD,Aurora,South Dakota
57430,45.761704,-97.72957,Britton,SD,Marshall,South Dakota
57385,44.04271,-98.231397,Woonsocket,SD,Sanborn,South Dakota
57432,45.682867,-98.051948,Claremont,SD,Brown,South Dakota
57402,45.589567,-98.352014,Aberdeen,SD,Brown,South Dakota
57434,45.139317,-98.15339,Conde,SD,Spink,South Dakota
57420,45.29069,-99.991823,Akaska,SD,Walworth,South Dakota
57436,44.846523,-98.10236,Doland,SD,Spink,South Dakota
57422,45.369855,-97.603949,Andover,SD,Day,South Dakota
57438,45.085504,-99.195418,Faulkton,SD,Faulk,South Dakota
57424,45.046485,-98.397319,Ashton,SD,Spink,South Dakota
57441,45.693116,-98.368918,Frederick,SD,Brown,South Dakota
57426,45.735409,-98.569848,Barnard,SD,Brown,South Dakota
57445,45.589027,-98.245639,Groton,SD,Brown,South Dakota
57428,45.469377,-99.595667,Bowdle,SD,Edmunds,South Dakota
57449,45.60711,-98.170069,Houghton,SD,Brown,South Dakota
57433,45.537847,-98.339885,Columbia,SD,Brown,South Dakota
57450,45.241265,-99.777259,Hoven,SD,Potter,South Dakota
57435,45.136245,-98.915424,Cresbard,SD,Faulk,South Dakota
57452,45.449196,-99.821987,Java,SD,Walworth,South Dakota
57437,45.77074,-99.330778,Eureka,SD,Mcpherson,South Dakota
57454,45.692919,-97.768102,Langford,SD,Marshall,South Dakota
57439,45.32904,-98.083721,Ferney,SD,Brown,South Dakota
57456,45.773436,-98.983305,Leola,SD,Mcpherson,South Dakota
57440,44.870365,-98.225875,Frankfort,SD,Spink,South Dakota
57461,45.155829,-98.426714,Mellette,SD,Spink,South Dakota
57442,45.033588,-100.035273,Gettysburg,SD,Potter,South Dakota
57465,45.125985,-98.625836,Northville,SD,Spink,South Dakota
57446,45.849431,-98.157861,Hecla,SD,Brown,South Dakota
57467,44.911775,-99.073204,Orient,SD,Faulk,South Dakota
57448,45.552579,-99.461653,Hosmer,SD,Edmunds,South Dakota
57469,44.954101,-98.406878,Redfield,SD,Spink,South Dakota
57451,45.421905,-99.258683,Ipswich,SD,Edmunds,South Dakota
57470,45.033056,-98.882787,Rockham,SD,Faulk,South Dakota
57455,45.072088,-99.998438,Lebanon,SD,Potter,South Dakota
57472,45.434632,-100.098171,Selby,SD,Walworth,South Dakota
57457,45.882332,-99.169825,Longlake,SD,Mcpherson,South Dakota
57474,45.306691,-98.258376,Stratford,SD,Brown,South Dakota
57460,45.22295,-98.599388,Mansfield,SD,Spink,South Dakota
57476,44.893778,-98.402047,Tulare,SD,Spink,South Dakota
57462,45.404015,-98.806895,Mina,SD,Edmunds,South Dakota
57481,45.670534,-98.580207,Westport,SD,Brown,South Dakota
57466,45.180068,-99.46426,Onaka,SD,Faulk,South Dakota
57520,44.802621,-100.158903,Agar,SD,Sully,South Dakota
57468,45.369855,-97.603949,Pierpont,SD,Day,South Dakota
57522,44.43719,-99.926952,Blunt,SD,Hughes,South Dakota
57471,45.419289,-99.346593,Roscoe,SD,Edmunds,South Dakota
57526,43.382122,-99.88231,Carter,SD,Tripp,South Dakota
57473,44.99142,-99.340678,Seneca,SD,Faulk,South Dakota
57528,43.260083,-99.716537,Colome,SD,Tripp,South Dakota
57475,45.22375,-99.694578,Tolstoy,SD,Potter,South Dakota
57531,43.938049,-100.701672,Draper,SD,Jones,South Dakota
57477,45.045466,-98.182922,Turton,SD,Spink,South Dakota
57533,43.213649,-99.36219,Gregory,SD,Gregory,South Dakota
57479,45.329227,-98.47485,Warner,SD,Brown,South Dakota
57537,44.531281,-101.014052,Hayes,SD,Stanley,South Dakota
57501,44.334073,-100.094195,Pierre,SD,Hughes,South Dakota
57540,44.490558,-99.589344,Holabird,SD,Hyde,South Dakota
57521,43.691966,-101.601609,Belvidere,SD,Jackson,South Dakota
57542,43.85862,-99.824337,Iona,SD,Lyman,South Dakota
57523,43.182547,-99.293674,Burke,SD,Gregory,South Dakota
57544,43.85862,-99.824337,Kennebec,SD,Lyman,South Dakota
57529,43.23571,-99.515887,Dallas,SD,Gregory,South Dakota
57548,43.85862,-99.824337,Lower Brule,SD,Lyman,South Dakota
57532,44.343326,-100.635312,Fort Pierre,SD,Stanley,South Dakota
57551,43.172158,-101.734068,Martin,SD,Bennett,South Dakota
57534,43.382122,-99.88231,Hamill,SD,Tripp,South Dakota
57553,44.370733,-101.527178,Milesville,SD,Haakon,South Dakota
57536,44.333927,-99.767237,Harrold,SD,Hughes,South Dakota
57555,43.304572,-100.662079,Mission,SD,Todd,South Dakota
57538,43.114883,-99.195945,Herrick,SD,Gregory,South Dakota
57557,44.475844,-100.529517,Mission Ridge,SD,Stanley,South Dakota
57541,43.382122,-99.88231,Ideal,SD,Tripp,South Dakota
57559,43.879993,-100.75734,Murdo,SD,Jones,South Dakota
57543,43.824178,-101.389524,Kadoka,SD,Jackson,South Dakota
57560,43.623523,-100.721218,Norris,SD,Mellette,South Dakota
57547,43.691966,-101.601609,Long Valley,SD,Jackson,South Dakota
57562,43.938049,-100.701672,Okaton,SD,Jones,South Dakota
57552,44.370733,-101.527178,Midland,SD,Haakon,South Dakota
57564,44.722873,-99.979546,Onida,SD,Sully,South Dakota
57563,43.194063,-100.713373,Okreek,SD,Todd,South Dakota
57566,43.194063,-100.713373,Parmelee,SD,Todd,South Dakota
57567,44.046063,-101.630722,Philip,SD,Haakon,South Dakota
57568,43.908372,-100.046855,Presho,SD,Lyman,South Dakota
57569,43.85862,-99.824337,Reliance,SD,Lyman,South Dakota
57571,43.248832,-99.016376,Saint Charles,SD,Gregory,South Dakota
57570,43.302375,-100.626863,Rosebud,SD,Todd,South Dakota
57577,43.691966,-101.601609,Wanblee,SD,Jackson,South Dakota
57572,43.194063,-100.713373,Saint Francis,SD,Todd,South Dakota
57579,43.566116,-100.745912,White River,SD,Mellette,South Dakota
57574,43.193203,-101.66933,Tuthill,SD,Bennett,South Dakota
57580,43.331763,-99.803286,Winner,SD,Tripp,South Dakota
57576,43.85862,-99.824337,Vivian,SD,Lyman,South Dakota
57584,43.382122,-99.88231,Witten,SD,Tripp,South Dakota
57578,43.382122,-99.88231,Wewela,SD,Tripp,South Dakota
57601,45.550822,-100.330283,Mobridge,SD,Walworth,South Dakota
57585,43.623523,-100.721218,Wood,SD,Mellette,South Dakota
57621,45.847567,-101.09974,Bullhead,SD,Corson,South Dakota
57620,45.409748,-102.513087,Bison,SD,Perkins,South Dakota
57623,45.050456,-101.607171,Dupree,SD,Ziebach,South Dakota
57622,44.992051,-101.568656,Cherry Creek,SD,Ziebach,South Dakota
57625,45.001611,-101.232885,Eagle Butte,SD,Dewey,South Dakota
57626,45.024533,-102.026734,Faith,SD,Meade,South Dakota
57629,44.992051,-101.568656,Glad Valley,SD,Ziebach,South Dakota
57628,45.098685,-100.879214,Firesteel,SD,Dewey,South Dakota
57630,45.098685,-100.879214,Glencross,SD,Dewey,South Dakota
57631,45.504288,-100.311701,Glenham,SD,Walworth,South Dakota
57632,45.833733,-100.020048,Herreid,SD,Campbell,South Dakota
57633,45.396212,-101.438525,Isabel,SD,Dewey,South Dakota
57634,45.708402,-101.154581,Keldron,SD,Corson,South Dakota
57639,45.708402,-101.154581,Little Eagle,SD,Corson,South Dakota
57636,45.098685,-100.879214,Lantry,SD,Dewey,South Dakota
57640,45.703777,-102.663011,Lodgepole,SD,Perkins,South Dakota
57638,45.732219,-102.410975,Lemmon,SD,Perkins,South Dakota
57642,45.876336,-100.891469,Mc Laughlin,SD,Corson,South Dakota
57641,45.708402,-101.154581,Mc Intosh,SD,Corson,South Dakota
57644,45.453221,-102.280948,Meadow,SD,Perkins,South Dakota
57643,45.708402,-101.154581,Mahto,SD,Corson,South Dakota
57646,45.715461,-100.048071,Mound City,SD,Campbell,South Dakota
57645,45.708402,-101.154581,Morristown,SD,Corson,South Dakota
57648,45.844431,-100.283026,Pollock,SD,Campbell,South Dakota
57647,45.098685,-100.879214,Parade,SD,Dewey,South Dakota
57651,45.578941,-103.493668,Reva,SD,Harding,South Dakota
57649,45.440744,-102.704216,Prairie City,SD,Perkins,South Dakota
57653,45.680798,-102.292753,Shadehill,SD,Perkins,South Dakota
57650,45.578941,-103.493668,Ralph,SD,Harding,South Dakota
57657,45.708402,-101.154581,Trail City,SD,Corson,South Dakota
57652,45.098685,-100.879214,Ridgeview,SD,Dewey,South Dakota
57659,45.708402,-101.154581,Walker,SD,Corson,South Dakota
57656,45.427032,-101.07469,Timber Lake,SD,Dewey,South Dakota
57660,45.708402,-101.154581,Watauga,SD,Corson,South Dakota
57658,45.655452,-100.537928,Wakpala,SD,Corson,South Dakota
57701,44.004363,-103.240024,Rapid City,SD,Pennington,South Dakota
57661,45.098685,-100.879214,Whitehorse,SD,Dewey,South Dakota
57703,44.048039,-103.176287,Rapid City,SD,Pennington,South Dakota
57702,44.003641,-103.358868,Rapid City,SD,Pennington,South Dakota
57709,44.076106,-103.317149,Rapid City,SD,Pennington,South Dakota
57706,44.185222,-103.229087,Ellsworth Afb,SD,Meade,South Dakota
57714,43.193203,-101.66933,Allen,SD,Bennett,South Dakota
57717,44.93037,-103.87313,Belle Fourche,SD,Butte,South Dakota
57716,43.352617,-102.5411,Batesland,SD,Shannon,South Dakota
57719,44.03667,-103.204293,Box Elder,SD,Pennington,South Dakota
57718,44.183216,-103.326118,Black Hawk,SD,Meade,South Dakota
57720,45.576652,-103.911719,Buffalo,SD,Harding,South Dakota
57725,43.948063,-102.793461,Caputa,SD,Pennington,South Dakota
57722,43.666816,-103.371071,Buffalo Gap,SD,Custer,South Dakota
57729,44.312407,-102.150335,Creighton,SD,Pennington,South Dakota
57724,45.578941,-103.493668,Camp Crook,SD,Harding,South Dakota
57730,43.657304,-103.425807,Custer,SD,Custer,South Dakota
57735,43.294549,-103.830431,Edgemont,SD,Fall River,South Dakota
57732,44.36485,-103.735731,Deadwood,SD,Lawrence,South Dakota
57737,44.589806,-102.787188,Enning,SD,Meade,South Dakota
57736,44.348777,-102.52386,Elm Springs,SD,Meade,South Dakota
57742,44.66913,-103.697073,Fruitdale,SD,Butte,South Dakota
57738,43.685927,-103.20817,Fairburn,SD,Custer,South Dakota
57744,43.838528,-103.19146,Hermosa,SD,Custer,South Dakota
57741,44.40932,-103.455428,Fort Meade,SD,Meade,South Dakota
57748,44.589806,-102.787188,Howes,SD,Meade,South Dakota
57745,44.0082,-103.651357,Hill City,SD,Pennington,South Dakota
57751,43.884764,-103.399471,Keystone,SD,Pennington,South Dakota
57747,43.314186,-103.528353,Hot Springs,SD,Fall River,South Dakota
57755,45.578941,-103.493668,Ludlow,SD,Harding,South Dakota
57750,43.691966,-101.601609,Interior,SD,Jackson,South Dakota
57759,44.372688,-103.754204,Nemo,SD,Lawrence,South Dakota
57752,43.352617,-102.5411,Kyle,SD,Shannon,South Dakota
57760,44.715217,-103.417574,Newell,SD,Butte,South Dakota
57754,44.444505,-103.752683,Lead,SD,Lawrence,South Dakota
57762,44.673533,-103.556354,Nisland,SD,Butte,South Dakota
57756,43.352617,-102.5411,Manderson,SD,Shannon,South Dakota
57764,43.352617,-102.5411,Oglala,SD,Shannon,South Dakota
57758,44.589806,-102.787188,Mud Butte,SD,Meade,South Dakota
57766,43.239655,-103.527757,Oral,SD,Fall River,South Dakota
57761,44.056691,-102.79897,New Underwood,SD,Pennington,South Dakota
57773,43.666816,-103.371071,Pringle,SD,Custer,South Dakota
57763,43.180956,-103.243935,Oelrichs,SD,Fall River,South Dakota
57775,44.068731,-102.222633,Quinn,SD,Pennington,South Dakota
57765,44.589806,-102.787188,Opal,SD,Meade,South Dakota
57777,44.691005,-102.587048,Red Owl,SD,Meade,South Dakota
57767,44.067413,-102.680781,Owanka,SD,Pennington,South Dakota
57779,44.547307,-103.723214,Saint Onge,SD,Lawrence,South Dakota
57769,44.220524,-103.272284,Piedmont,SD,Meade,South Dakota
57780,43.788416,-102.346797,Scenic,SD,Pennington,South Dakota
57770,43.024319,-102.535178,Pine Ridge,SD,Shannon,South Dakota
57782,43.239655,-103.527757,Smithwick,SD,Fall River,South Dakota
57772,43.352617,-102.5411,Porcupine,SD,Shannon,South Dakota
57788,44.719176,-103.42562,Vale,SD,Butte,South Dakota
57774,43.239655,-103.527757,Provo,SD,Fall River,South Dakota
57791,44.016848,-102.59866,Wasta,SD,Pennington,South Dakota
57776,45.578941,-103.493668,Redig,SD,Harding,South Dakota
57793,44.46498,-103.644136,Whitewood,SD,Lawrence,South Dakota
57778,44.117606,-103.761058,Rochford,SD,Pennington,South Dakota
57799,44.495846,-103.870251,Spearfish,SD,Lawrence,South Dakota
57783,44.467137,-103.772331,Spearfish,SD,Lawrence,South Dakota
58002,46.859694,-97.214587,Absaraka,ND,Cass,North Dakota
57785,44.369172,-103.361658,Sturgis,SD,Meade,South Dakota
58004,47.021032,-97.271545,Amenia,ND,Cass,North Dakota
57787,44.653923,-102.725189,Union Center,SD,Meade,South Dakota
58006,47.102334,-97.140334,Arthur,ND,Cass,North Dakota
57790,44.013772,-102.238397,Wall,SD,Pennington,South Dakota
58008,46.273086,-96.864373,Barney,ND,Richland,North Dakota
57792,44.589806,-102.787188,White Owl,SD,Meade,South Dakota
58011,46.920016,-97.557491,Buffalo,ND,Cass,North Dakota
57794,43.352617,-102.5411,Wounded Knee,SD,Shannon,South Dakota
58013,46.062144,-97.529438,Cayuga,ND,Sargent,North Dakota
58001,46.447936,-96.727788,Abercrombie,ND,Richland,North Dakota
58015,46.593582,-96.809354,Christine,ND,Richland,North Dakota
58005,47.057026,-96.975162,Argusville,ND,Cass,North Dakota
58017,46.06593,-97.820733,Cogswell,ND,Sargent,North Dakota
58007,47.01392,-97.462894,Ayr,ND,Cass,North Dakota
58031,46.775099,-97.797553,Fingal,ND,Barnes,North Dakota
58009,47.454888,-97.151692,Blanchard,ND,Traill,North Dakota
58033,46.449387,-97.909114,Fort Ransom,ND,Ransom,North Dakota
58012,47.050272,-97.062647,Casselton,ND,Cass,North Dakota
58035,47.270447,-97.408156,Galesburg,ND,Traill,North Dakota
58014,46.775027,-97.352437,Chaffee,ND,Cass,North Dakota
58039,46.160427,-96.843465,Great Bend,ND,Richland,North Dakota
58016,47.454888,-97.151692,Clifford,ND,Traill,North Dakota
58040,46.152725,-97.767735,Gwinner,ND,Sargent,North Dakota
58018,46.457386,-96.873653,Colfax,ND,Richland,North Dakota
58042,46.956511,-96.965445,Harwood,ND,Cass,North Dakota
58021,46.731743,-97.063137,Davenport,ND,Cass,North Dakota
58046,47.323726,-97.713371,Hope,ND,Steele,North Dakota
58027,46.456337,-97.777909,Enderlin,ND,Ransom,North Dakota
58048,46.981541,-97.150669,Hunter,ND,Cass,North Dakota
58029,47.115505,-97.377138,Erie,ND,Cass,North Dakota
58051,46.673526,-97.050584,Kindred,ND,Cass,North Dakota
58030,46.094599,-96.907594,Fairmount,ND,Richland,North Dakota
58053,46.191782,-96.994919,Lidgerwood,ND,Richland,North Dakota
