Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0500000US19007,19007,"Appanoose County, Iowa",12858,*****
0500000US19009,19009,"Audubon County, Iowa",6077,*****
0500000US19011,19011,"Benton County, Iowa",26044,*****
0500000US19013,19013,"Black Hawk County, Iowa",130843,*****
0500000US19015,19015,"Boone County, Iowa",26324,*****
0500000US19017,19017,"Bremer County, Iowa",24294,*****
0500000US19019,19019,"Buchanan County, Iowa",20988,*****
0500000US19021,19021,"Buena Vista County, Iowa",20215,*****
0500000US19023,19023,"Butler County, Iowa",14899,*****
0500000US19025,19025,"Calhoun County, Iowa",9936,*****
0500000US19027,19027,"Carroll County, Iowa",20751,*****
0500000US19029,19029,"Cass County, Iowa",13865,*****
0500000US19031,19031,"Cedar County, Iowa",18446,*****
0500000US19033,19033,"Cerro Gordo County, Iowa",44083,*****
0500000US19035,19035,"Cherokee County, Iowa",12011,*****
0500000US19037,19037,"Chickasaw County, Iowa",12409,*****
0500000US19039,19039,"Clarke County, Iowa",9286,*****
0500000US19041,19041,"Clay County, Iowa",16649,*****
0500000US19043,19043,"Clayton County, Iowa",18056,*****
0500000US19045,19045,"Clinton County, Iowa",49074,*****
0500000US19047,19047,"Crawford County, Iowa",17100,*****
0500000US19049,19049,"Dallas County, Iowa",66997,*****
0500000US19051,19051,"Davis County, Iowa",8718,*****
0500000US19053,19053,"Decatur County, Iowa",8382,*****
0500000US19055,19055,"Delaware County, Iowa",17721,*****
0500000US19057,19057,"Des Moines County, Iowa",40268,*****
0500000US19059,19059,"Dickinson County, Iowa",16778,*****
0500000US19061,19061,"Dubuque County, Iowa",93776,*****
0500000US19063,19063,"Emmet County, Iowa",10263,*****
0500000US19065,19065,"Fayette County, Iowa",20894,*****
0500000US19067,19067,"Floyd County, Iowa",16204,*****
0500000US19069,19069,"Franklin County, Iowa",10650,*****
0500000US19071,19071,"Fremont County, Iowa",7373,*****
0500000US19073,19073,"Greene County, Iowa",9304,*****
0500000US19075,19075,"Grundy County, Iowa",12431,*****
0500000US19077,19077,"Guthrie County, Iowa",10915,*****
0500000US19079,19079,"Hamilton County, Iowa",15614,*****
0500000US19081,19081,"Hancock County, Iowa",11320,*****
0500000US19083,19083,"Hardin County, Iowa",17479,*****
0500000US19085,19085,"Harrison County, Iowa",14838,*****
0500000US19087,19087,"Henry County, Iowa",20242,*****
0500000US19089,19089,"Howard County, Iowa",9568,*****
0500000US19091,19091,"Humboldt County, Iowa",9818,*****
0500000US19093,19093,"Ida County, Iowa",7113,*****
0500000US19095,19095,"Iowa County, Iowa",16320,*****
0500000US19097,19097,"Jackson County, Iowa",19807,*****
0500000US19099,19099,"Jasper County, Iowa",36823,*****
0500000US19101,19101,"Jefferson County, Iowa",16791,*****
0500000US19103,19103,"Johnson County, Iowa",131627,*****
0500000US19105,19105,"Jones County, Iowa",20686,*****
0500000US19107,19107,"Keokuk County, Iowa",10480,*****
0500000US19109,19109,"Kossuth County, Iowa",15510,*****
0500000US19111,19111,"Lee County, Iowa",35741,*****
0500000US19113,19113,"Linn County, Iowa",211954,*****
0500000US19115,19115,"Louisa County, Iowa",11448,*****
0500000US19117,19117,"Lucas County, Iowa",8913,*****
0500000US19119,19119,"Lyon County, Iowa",11623,*****
0500000US19121,19121,"Madison County, Iowa",15630,*****
0500000US19123,19123,"Mahaska County, Iowa",22432,*****
0500000US19125,19125,"Marion County, Iowa",33388,*****
0500000US19127,19127,"Marshall County, Iowa",40568,*****
0500000US19129,19129,"Mills County, Iowa",15028,*****
0500000US19131,19131,"Mitchell County, Iowa",10761,*****
0500000US19133,19133,"Monona County, Iowa",9242,*****
0500000US19135,19135,"Monroe County, Iowa",7979,*****
0500000US19137,19137,"Montgomery County, Iowa",10710,*****
0500000US19139,19139,"Muscatine County, Iowa",42729,*****
0500000US19141,19141,"O'Brien County, Iowa",14302,*****
0500000US19143,19143,"Osceola County, Iowa",6413,*****
0500000US19145,19145,"Page County, Iowa",15902,*****
0500000US19147,19147,"Palo Alto County, Iowa",9402,*****
0500000US19149,19149,"Plymouth County, Iowa",24911,*****
0500000US19151,19151,"Pocahontas County, Iowa",7307,*****
0500000US19153,19153,"Polk County, Iowa",431811,*****
0500000US19155,19155,"Pottawattamie County, Iowa",92793,*****
0500000US19157,19157,"Poweshiek County, Iowa",18888,*****
0500000US19159,19159,"Ringgold County, Iowa",5123,*****
0500000US19161,19161,"Sac County, Iowa",10307,*****
0500000US19163,19163,"Scott County, Iowa",165432,*****
0500000US19165,19165,"Shelby County, Iowa",12158,*****
0500000US19167,19167,"Sioux County, Iowa",33776,*****
0500000US19169,19169,"Story County, Iowa",89734,*****
0500000US19171,19171,"Tama County, Iowa",17746,*****
0500000US19173,19173,"Taylor County, Iowa",6292,*****
0500000US19175,19175,"Union County, Iowa",12525,*****
0500000US19177,19177,"Van Buren County, Iowa",7565,*****
0500000US19179,19179,"Wapello County, Iowa",35449,*****
0500000US19181,19181,"Warren County, Iowa",46239,*****
0500000US19183,19183,"Washington County, Iowa",21765,*****
0500000US19185,19185,"Wayne County, Iowa",6372,*****
0500000US19187,19187,"Webster County, Iowa",37895,*****
0500000US19189,19189,"Winnebago County, Iowa",10800,*****
0500000US19191,19191,"Winneshiek County, Iowa",21033,*****
0500000US19193,19193,"Woodbury County, Iowa",101948,*****
0500000US19195,19195,"Worth County, Iowa",7581,*****
0500000US19197,19197,"Wright County, Iowa",13173,*****
0500000US20001,20001,"Allen County, Kansas",13364,*****
0500000US20003,20003,"Anderson County, Kansas",8066,*****
0500000US20005,20005,"Atchison County, Kansas",16854,*****
0500000US20007,20007,"Barber County, Kansas",4867,*****
0500000US20009,20009,"Barton County, Kansas",27556,*****
0500000US20011,20011,"Bourbon County, Kansas",15060,*****
0500000US20013,20013,"Brown County, Kansas",9962,*****
0500000US20015,20015,"Butler County, Kansas",65647,*****
0500000US20017,20017,"Chase County, Kansas",2788,*****
0500000US20019,20019,"Chautauqua County, Kansas",3654,*****
0500000US20021,20021,"Cherokee County, Kansas",21521,*****
0500000US20023,20023,"Cheyenne County, Kansas",2724,*****
0500000US20025,20025,"Clark County, Kansas",2198,*****
0500000US20027,20027,"Clay County, Kansas",8547,*****
0500000US20029,20029,"Cloud County, Kansas",9479,*****
0500000US20031,20031,"Coffey County, Kansas",8553,*****
0500000US20033,20033,"Comanche County, Kansas",1893,*****
0500000US20035,20035,"Cowley County, Kansas",36259,*****
0500000US20037,20037,"Crawford County, Kansas",39133,*****
0500000US20039,20039,"Decatur County, Kansas",2939,*****
0500000US20041,20041,"Dickinson County, Kansas",19766,*****
0500000US20043,20043,"Doniphan County, Kansas",7931,*****
0500000US20045,20045,"Douglas County, Kansas",111073,*****
0500000US20047,20047,"Edwards County, Kansas",3021,*****
0500000US20049,20049,"Elk County, Kansas",2856,*****
0500000US20051,20051,"Ellis County, Kansas",28525,*****
0500000US20053,20053,"Ellsworth County, Kansas",6477,*****
0500000US20055,20055,"Finney County, Kansas",36608,*****
0500000US20057,20057,"Ford County, Kansas",33725,*****
0500000US20059,20059,"Franklin County, Kansas",25916,*****
0500000US20061,20061,"Geary County, Kansas",34110,*****
0500000US20063,20063,"Gove County, Kansas",2771,134
0500000US20065,20065,"Graham County, Kansas",2617,*****
0500000US20067,20067,"Grant County, Kansas",7817,*****
0500000US20069,20069,"Gray County, Kansas",5982,*****
0500000US20071,20071,"Greeley County, Kansas",1234,111
0500000US20073,20073,"Greenwood County, Kansas",6654,*****
0500000US20075,20075,"Hamilton County, Kansas",2656,*****
0500000US20077,20077,"Harper County, Kansas",5998,*****
0500000US20079,20079,"Harvey County, Kansas",34572,*****
0500000US20081,20081,"Haskell County, Kansas",4222,*****
0500000US20083,20083,"Hodgeman County, Kansas",1949,*****
0500000US20085,20085,"Jackson County, Kansas",13401,*****
0500000US20087,20087,"Jefferson County, Kansas",19036,*****
0500000US20089,20089,"Jewell County, Kansas",3085,*****
0500000US20091,20091,"Johnson County, Kansas",546046,*****
0500000US20093,20093,"Kearny County, Kansas",3952,*****
0500000US20095,20095,"Kingman County, Kansas",7876,*****
0500000US20097,20097,"Kiowa County, Kansas",2503,*****
0500000US20099,20099,"Labette County, Kansas",21574,*****
0500000US20101,20101,"Lane County, Kansas",1666,134
0500000US20103,20103,"Leavenworth County, Kansas",76286,*****
0500000US20105,20105,"Lincoln County, Kansas",3240,*****
0500000US20107,20107,"Linn County, Kansas",9613,*****
0500000US20109,20109,"Logan County, Kansas",2766,*****
0500000US20111,20111,"Lyon County, Kansas",34103,*****
0500000US20113,20113,"McPherson County, Kansas",29208,*****
0500000US20115,20115,"Marion County, Kansas",12565,*****
0500000US20117,20117,"Marshall County, Kansas",10083,*****
0500000US20119,20119,"Meade County, Kansas",4504,*****
0500000US20121,20121,"Miami County, Kansas",32546,*****
0500000US20123,20123,"Mitchell County, Kansas",6359,*****
0500000US20125,20125,"Montgomery County, Kansas",35167,*****
0500000US20127,20127,"Morris County, Kansas",5917,*****
0500000US20129,20129,"Morton County, Kansas",3207,*****
0500000US20131,20131,"Nemaha County, Kansas",10170,*****
0500000US20133,20133,"Neosho County, Kansas",16501,*****
0500000US20135,20135,"Ness County, Kansas",3102,*****
0500000US20137,20137,"Norton County, Kansas",5658,*****
0500000US20139,20139,"Osage County, Kansas",16300,*****
0500000US20141,20141,"Osborne County, Kansas",3852,*****
0500000US20143,20143,"Ottawa County, Kansas",6099,*****
0500000US20145,20145,"Pawnee County, Kansas",6945,*****
0500000US20147,20147,"Phillips County, Kansas",5579,*****
0500000US20149,20149,"Pottawatomie County, Kansas",21620,*****
0500000US20151,20151,"Pratt County, Kansas",9670,*****
0500000US20153,20153,"Rawlins County, Kansas",2555,*****
0500000US20155,20155,"Reno County, Kansas",64346,*****
0500000US20157,20157,"Republic County, Kansas",4965,*****
0500000US20159,20159,"Rice County, Kansas",10077,*****
0500000US20161,20161,"Riley County, Kansas",71927,*****
0500000US20163,20163,"Rooks County, Kansas",5205,*****
0500000US20165,20165,"Rush County, Kansas",3262,*****
0500000US20167,20167,"Russell County, Kansas",6926,*****
0500000US20169,20169,"Saline County, Kansas",55493,*****
0500000US20171,20171,"Scott County, Kansas",4872,*****
0500000US20173,20173,"Sedgwick County, Kansas",497062,*****
0500000US20175,20175,"Seward County, Kansas",23013,*****
0500000US20177,20177,"Shawnee County, Kansas",177688,*****
0500000US20179,20179,"Sheridan County, Kansas",2562,*****
0500000US20181,20181,"Sherman County, Kansas",6036,*****
0500000US20183,20183,"Smith County, Kansas",3835,*****
0500000US20185,20185,"Stafford County, Kansas",4398,*****
0500000US20187,20187,"Stanton County, Kansas",2200,*****
0500000US20189,20189,"Stevens County, Kansas",5633,*****
0500000US20191,20191,"Sumner County, Kansas",24000,*****
0500000US20193,20193,"Thomas County, Kansas",7854,*****
0500000US20195,20195,"Trego County, Kansas",2977,*****
0500000US20197,20197,"Wabaunsee County, Kansas",7048,*****
0500000US20199,20199,"Wallace County, Kansas",1508,111
0500000US20201,20201,"Washington County, Kansas",5806,*****
0500000US20203,20203,"Wichita County, Kansas",2239,*****
0500000US20205,20205,"Wilson County, Kansas",9368,*****
0500000US20207,20207,"Woodson County, Kansas",3311,*****
0500000US20209,20209,"Wyandotte County, Kansas",157274,*****
0500000US21001,21001,"Adair County, Kentucky",18651,*****
0500000US21003,21003,"Allen County, Kentucky",20007,*****
0500000US21005,21005,"Anderson County, Kentucky",21442,*****
0500000US21007,21007,"Ballard County, Kentucky",8268,*****
0500000US21009,21009,"Barren County, Kentucky",42229,*****
0500000US21011,21011,"Bath County, Kentucky",11665,*****
0500000US21013,21013,"Bell County, Kentucky",28613,*****
0500000US21015,21015,"Boone County, Kentucky",119406,*****
0500000US21017,21017,"Bourbon County, Kentucky",20004,*****
0500000US21019,21019,"Boyd County, Kentucky",49358,*****
0500000US21021,21021,"Boyle County, Kentucky",28445,*****
0500000US21023,21023,"Bracken County, Kentucky",8488,*****
0500000US21025,21025,"Breathitt County, Kentucky",13922,*****
0500000US21027,21027,"Breckinridge County, Kentucky",20068,*****
0500000US21029,21029,"Bullitt County, Kentucky",74431,*****
0500000US21031,21031,"Butler County, Kentucky",12748,*****
0500000US21033,21033,"Caldwell County, Kentucky",12977,*****
0500000US21035,21035,"Calloway County, Kentucky",37198,*****
0500000US21037,21037,"Campbell County, Kentucky",90119,*****
0500000US21039,21039,"Carlisle County, Kentucky",5081,*****
0500000US21041,21041,"Carroll County, Kentucky",10851,*****
0500000US21043,21043,"Carter County, Kentucky",27594,*****
0500000US21045,21045,"Casey County, Kentucky",15984,*****
0500000US21047,21047,"Christian County, Kentucky",73722,*****
0500000US21049,21049,"Clark County, Kentucky",35555,*****
0500000US21051,21051,"Clay County, Kentucky",21833,*****
0500000US21053,21053,"Clinton County, Kentucky",10244,*****
0500000US21055,21055,"Crittenden County, Kentucky",9321,*****
0500000US21057,21057,"Cumberland County, Kentucky",6857,*****
0500000US21059,21059,"Daviess County, Kentucky",96711,*****
0500000US21061,21061,"Edmonson County, Kentucky",12141,*****
0500000US21063,21063,"Elliott County, Kentucky",7774,*****
0500000US21065,21065,"Estill County, Kentucky",14647,*****
0500000US21067,21067,"Fayette County, Kentucky",296766,*****
0500000US21069,21069,"Fleming County, Kentucky",14415,*****
0500000US21071,21071,"Floyd County, Kentucky",39454,*****
0500000US21073,21073,"Franklin County, Kentucky",49399,*****
0500000US21075,21075,"Fulton County, Kentucky",6758,*****
0500000US21077,21077,"Gallatin County, Kentucky",8513,*****
0500000US21079,21079,"Garrard County, Kentucky",16892,*****
0500000US21081,21081,"Grant County, Kentucky",24683,*****
0500000US21083,21083,"Graves County, Kentucky",37200,*****
0500000US21085,21085,"Grayson County, Kentucky",25772,*****
0500000US21087,21087,"Green County, Kentucky",11309,*****
0500000US21089,21089,"Greenup County, Kentucky",36922,*****
0500000US21091,21091,"Hancock County, Kentucky",8588,*****
0500000US21093,21093,"Hardin County, Kentucky",104513,*****
0500000US21095,21095,"Harlan County, Kentucky",29210,*****
0500000US21097,21097,"Harrison County, Kentucky",18781,*****
0500000US21099,21099,"Hart County, Kentucky",18278,*****
0500000US21101,21101,"Henderson County, Kentucky",46254,*****
0500000US21103,21103,"Henry County, Kentucky",15428,*****
0500000US21105,21105,"Hickman County, Kentucky",4869,*****
0500000US21107,21107,"Hopkins County, Kentucky",46891,*****
0500000US21109,21109,"Jackson County, Kentucky",13475,*****
0500000US21111,21111,"Jefferson County, Kentucky",741285,*****
0500000US21113,21113,"Jessamine County, Kentucky",48591,*****
0500000US21115,21115,"Johnson County, Kentucky",23339,*****
0500000US21117,21117,"Kenton County, Kentucky",159926,*****
0500000US21119,21119,"Knott County, Kentucky",16368,*****
0500000US21121,21121,"Knox County, Kentucky",31874,*****
0500000US21123,21123,"Larue County, Kentucky",14175,*****
0500000US21125,21125,"Laurel County, Kentucky",58891,*****
0500000US21127,21127,"Lawrence County, Kentucky",15889,*****
0500000US21129,21129,"Lee County, Kentucky",7831,*****
0500000US21131,21131,"Leslie County, Kentucky",11318,*****
0500000US21133,21133,"Letcher County, Kentucky",24336,*****
0500000US21135,21135,"Lewis County, Kentucky",13889,*****
0500000US21137,21137,"Lincoln County, Kentucky",24671,*****
0500000US21139,21139,"Livingston County, Kentucky",9479,*****
0500000US21141,21141,"Logan County, Kentucky",26786,*****
0500000US21143,21143,"Lyon County, Kentucky",8336,*****
0500000US21145,21145,"McCracken County, Kentucky",65558,*****
0500000US21147,21147,"McCreary County, Kentucky",18204,*****
0500000US21149,21149,"McLean County, Kentucky",9554,*****
0500000US21151,21151,"Madison County, Kentucky",83174,*****
0500000US21153,21153,"Magoffin County, Kentucky",13229,*****
0500000US21155,21155,"Marion County, Kentucky",19872,*****
0500000US21157,21157,"Marshall County, Kentucky",31393,*****
0500000US21159,21159,"Martin County, Kentucky",12934,*****
0500000US21161,21161,"Mason County, Kentucky",17495,*****
0500000US21163,21163,"Meade County, Kentucky",28979,*****
0500000US21165,21165,"Menifee County, Kentucky",6331,*****
0500000US21167,21167,"Mercer County, Kentucky",21283,*****
0500000US21169,21169,"Metcalfe County, Kentucky",10074,*****
0500000US21171,21171,"Monroe County, Kentucky",10925,*****
0500000US21173,21173,"Montgomery County, Kentucky",26517,*****
0500000US21175,21175,"Morgan County, Kentucky",13898,*****
0500000US21177,21177,"Muhlenberg County, Kentucky",31399,*****
0500000US21179,21179,"Nelson County, Kentucky",43500,*****
0500000US21181,21181,"Nicholas County, Kentucky",7092,*****
0500000US21183,21183,"Ohio County, Kentucky",23975,*****
0500000US21185,21185,"Oldham County, Kentucky",60357,*****
0500000US21187,21187,"Owen County, Kentucky",10870,*****
0500000US21189,21189,"Owsley County, Kentucky",4764,*****
0500000US21191,21191,"Pendleton County, Kentucky",14771,*****
0500000US21193,21193,"Perry County, Kentucky",28617,*****
0500000US21195,21195,"Pike County, Kentucky",64887,*****
0500000US21197,21197,"Powell County, Kentucky",12638,*****
0500000US21199,21199,"Pulaski County, Kentucky",63045,*****
0500000US21201,21201,"Robertson County, Kentucky",2251,*****
0500000US21203,21203,"Rockcastle County, Kentucky",17090,*****
0500000US21205,21205,"Rowan County, Kentucky",23351,*****
0500000US21207,21207,"Russell County, Kentucky",17562,*****
0500000US21209,21209,"Scott County, Kentucky",47211,*****
0500000US21211,21211,"Shelby County, Kentucky",42286,*****
0500000US21213,21213,"Simpson County, Kentucky",17323,*****
0500000US21215,21215,"Spencer County, Kentucky",17135,*****
0500000US21217,21217,"Taylor County, Kentucky",24514,*****
0500000US21219,21219,"Todd County, Kentucky",12472,*****
0500000US21221,21221,"Trigg County, Kentucky",14282,*****
0500000US21223,21223,"Trimble County, Kentucky",8829,*****
0500000US21225,21225,"Union County, Kentucky",14992,*****
0500000US21227,21227,"Warren County, Kentucky",113787,*****
0500000US21229,21229,"Washington County, Kentucky",11701,*****
0500000US21231,21231,"Wayne County, Kentucky",20819,*****
0500000US21233,21233,"Webster County, Kentucky",13618,*****
0500000US21235,21235,"Whitley County, Kentucky",35756,*****
0500000US21237,21237,"Wolfe County, Kentucky",7298,*****
0500000US21239,21239,"Woodford County, Kentucky",24847,*****
0500000US22001,22001,"Acadia Parish, Louisiana",61611,*****
0500000US22003,22003,"Allen Parish, Louisiana",25740,*****
0500000US22005,22005,"Ascension Parish, Louisiana",107647,*****
0500000US22007,22007,"Assumption Parish, Louisiana",23321,*****
0500000US22009,22009,"Avoyelles Parish, Louisiana",41925,*****
0500000US22011,22011,"Beauregard Parish, Louisiana",35662,*****
0500000US22013,22013,"Bienville Parish, Louisiana",14312,*****
0500000US22015,22015,"Bossier Parish, Louisiana",117742,*****
0500000US22017,22017,"Caddo Parish, Louisiana",254970,*****
0500000US22019,22019,"Calcasieu Parish, Louisiana",192307,*****
0500000US22021,22021,"Caldwell Parish, Louisiana",10118,*****
0500000US22023,22023,"Cameron Parish, Louisiana",6934,*****
0500000US22025,22025,"Catahoula Parish, Louisiana",10409,*****
0500000US22027,22027,"Claiborne Parish, Louisiana",17059,*****
0500000US22029,22029,"Concordia Parish, Louisiana",20624,*****
0500000US22031,22031,"De Soto Parish, Louisiana",26695,*****
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",439662,*****
0500000US22035,22035,"East Carroll Parish, Louisiana",7738,*****
0500000US22037,22037,"East Feliciana Parish, Louisiana",20252,*****
0500000US22039,22039,"Evangeline Parish, Louisiana",33989,*****
0500000US22041,22041,"Franklin Parish, Louisiana",20714,*****
0500000US22043,22043,"Grant Parish, Louisiana",22049,*****
0500000US22045,22045,"Iberia Parish, Louisiana",73527,*****
0500000US22047,22047,"Iberville Parish, Louisiana",33386,*****
0500000US22049,22049,"Jackson Parish, Louisiana",16210,*****
0500000US22051,22051,"Jefferson Parish, Louisiana",432706,*****
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",31529,*****
0500000US22055,22055,"Lafayette Parish, Louisiana",221602,*****
0500000US22057,22057,"Lafourche Parish, Louisiana",96453,*****
0500000US22059,22059,"LaSalle Parish, Louisiana",14840,*****
0500000US22061,22061,"Lincoln Parish, Louisiana",46543,*****
0500000US22063,22063,"Livingston Parish, Louisiana",128192,*****
0500000US22065,22065,"Madison Parish, Louisiana",12113,*****
0500000US22067,22067,"Morehouse Parish, Louisiana",27893,*****
0500000US22069,22069,"Natchitoches Parish, Louisiana",39434,*****
0500000US22071,22071,"Orleans Parish, Louisiana",341407,*****
0500000US22073,22073,"Ouachita Parish, Louisiana",153752,*****
0500000US22075,22075,"Plaquemines Parish, Louisiana",23220,*****
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",22821,*****
0500000US22079,22079,"Rapides Parish, Louisiana",131655,*****
0500000US22081,22081,"Red River Parish, Louisiana",9068,*****
0500000US22083,22083,"Richland Parish, Louisiana",20785,*****
0500000US22085,22085,"Sabine Parish, Louisiana",24265,*****
0500000US22087,22087,"St. Bernard Parish, Louisiana",35947,*****
0500000US22089,22089,"St. Charles Parish, Louisiana",52663,*****
0500000US22091,22091,"St. Helena Parish, Louisiana",11106,*****
0500000US22093,22093,"St. James Parish, Louisiana",21978,*****
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",45741,*****
0500000US22097,22097,"St. Landry Parish, Louisiana",83774,*****
0500000US22099,22099,"St. Martin Parish, Louisiana",52343,*****
0500000US22101,22101,"St. Mary Parish, Louisiana",54285,*****
0500000US22103,22103,"St. Tammany Parish, Louisiana",234283,*****
0500000US22105,22105,"Tangipahoa Parish, Louisiana",121209,*****
0500000US22107,22107,"Tensas Parish, Louisiana",5189,*****
0500000US22109,22109,"Terrebonne Parish, Louisiana",111666,*****
0500000US22111,22111,"Union Parish, Louisiana",22633,*****
0500000US22113,22113,"Vermilion Parish, Louisiana",58041,*****
0500000US22115,22115,"Vernon Parish, Louisiana",51542,*****
0500000US22117,22117,"Washington Parish, Louisiana",47025,*****
0500000US22119,22119,"Webster Parish, Louisiana",41156,*****
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",23748,*****
0500000US22123,22123,"West Carroll Parish, Louisiana",11587,*****
0500000US22125,22125,"West Feliciana Parish, Louisiana",15575,*****
0500000US22127,22127,"Winn Parish, Louisiana",15233,*****
0500000US23001,23001,"Androscoggin County, Maine",107766,*****
0500000US23003,23003,"Aroostook County, Maine",71757,*****
0500000US23005,23005,"Cumberland County, Maine",282143,*****
0500000US23007,23007,"Franklin County, Maine",30704,*****
0500000US23009,23009,"Hancock County, Maine",54470,*****
0500000US23011,23011,"Kennebec County, Maine",122022,*****
0500000US23013,23013,"Knox County, Maine",39848,*****
0500000US23015,23015,"Lincoln County, Maine",34440,*****
0500000US23017,23017,"Oxford County, Maine",57814,*****
0500000US23019,23019,"Penobscot County, Maine",153742,*****
0500000US23021,23021,"Piscataquis County, Maine",17432,*****
0500000US23023,23023,"Sagadahoc County, Maine",35394,*****
0500000US23025,23025,"Somerset County, Maine",52098,*****
0500000US23027,23027,"Waldo County, Maine",38761,*****
0500000US23029,23029,"Washington County, Maine",32832,*****
0500000US23031,23031,"York County, Maine",197861,*****
0500000US24001,24001,"Allegany County, Maryland",74645,*****
0500000US24003,24003,"Anne Arundel County, Maryland",538473,*****
0500000US24005,24005,"Baltimore County, Maryland",807318,*****
0500000US24009,24009,"Calvert County, Maryland",88774,*****
0500000US24011,24011,"Caroline County, Maryland",32947,*****
0500000US24013,24013,"Carroll County, Maryland",167249,*****
0500000US24015,24015,"Cecil County, Maryland",101109,*****
0500000US24017,24017,"Charles County, Maryland",147107,*****
0500000US24019,24019,"Dorchester County, Maryland",32570,*****
0500000US24021,24021,"Frederick County, Maryland",234268,*****
0500000US24023,24023,"Garrett County, Maryland",30079,*****
0500000US24025,24025,"Harford County, Maryland",245396,*****
0500000US24027,24027,"Howard County, Maryland",288676,*****
0500000US24029,24029,"Kent County, Maryland",20184,*****
0500000US24031,24031,"Montgomery County, Maryland",974824,*****
0500000US24033,24033,"Prince George's County, Maryland",865443,*****
0500000US24035,24035,"Queen Anne's County, Maryland",47894,*****
0500000US24037,24037,"St. Mary's County, Maryland",105528,*****
0500000US24039,24039,"Somerset County, Maryland",26402,*****
0500000US24041,24041,"Talbot County, Maryland",37746,*****
0500000US24043,24043,"Washington County, Maryland",147882,*****
0500000US24045,24045,"Wicomico County, Maryland",98940,*****
0500000US24047,24047,"Worcester County, Maryland",51398,*****
0500000US24510,24510,"Baltimore city, Maryland",620644,*****
0500000US25001,25001,"Barnstable County, Massachusetts",216021,*****
0500000US25003,25003,"Berkshire County, Massachusetts",130866,*****
0500000US25005,25005,"Bristol County, Massachusetts",548739,*****
0500000US25007,25007,"Dukes County, Massachusetts",16581,*****
0500000US25009,25009,"Essex County, Massachusetts",744961,*****
0500000US25011,25011,"Franklin County, Massachusetts",71489,*****
0500000US25013,25013,"Hampden County, Massachusetts",464072,*****
0500000US25015,25015,"Hampshire County, Massachusetts",158850,*****
0500000US25017,25017,"Middlesex County, Massachusetts",1507558,*****
0500000US25019,25019,"Nantucket County, Massachusetts",10194,*****
0500000US25021,25021,"Norfolk County, Massachusetts",672078,*****
0500000US25023,25023,"Plymouth County, Massachusetts",495407,*****
0500000US25025,25025,"Suffolk County, Massachusetts",724502,*****
0500000US25027,25027,"Worcester County, Massachusetts",799277,*****
0500000US26001,26001,"Alcona County, Michigan",10943,*****
0500000US26003,26003,"Alger County, Michigan",9531,*****
0500000US26005,26005,"Allegan County, Michigan",111589,*****
0500000US26007,26007,"Alpena County, Michigan",29602,*****
0500000US26009,26009,"Antrim County, Michigan",23634,*****
0500000US26011,26011,"Arenac County, Michigan",15952,*****
0500000US26013,26013,"Baraga County, Michigan",8808,*****
0500000US26015,26015,"Barry County, Michigan",59249,*****
0500000US26017,26017,"Bay County, Michigan",107633,*****
0500000US26019,26019,"Benzie County, Michigan",17554,*****
0500000US26021,26021,"Berrien County, Michigan",156759,*****
0500000US26023,26023,"Branch County, Michigan",44920,*****
0500000US26025,26025,"Calhoun County, Michigan",136063,*****
0500000US26027,26027,"Cass County, Michigan",52412,*****
0500000US26029,26029,"Charlevoix County, Michigan",26057,*****
0500000US26031,26031,"Cheboygan County, Michigan",26195,*****
0500000US26033,26033,"Chippewa County, Michigan",38919,*****
0500000US26035,26035,"Clare County, Michigan",30924,*****
0500000US26037,26037,"Clinton County, Michigan",75274,*****
0500000US26039,26039,"Crawford County, Michigan",14119,*****
0500000US26041,26041,"Delta County, Michigan",37075,*****
0500000US26043,26043,"Dickinson County, Michigan",26286,*****
0500000US26045,26045,"Eaton County, Michigan",107861,*****
0500000US26047,26047,"Emmet County, Michigan",32799,*****
0500000US26049,26049,"Genesee County, Michigan",425337,*****
0500000US26051,26051,"Gladwin County, Michigan",25736,*****
0500000US26053,26053,"Gogebic County, Michigan",16297,*****
0500000US26055,26055,"Grand Traverse County, Michigan",87483,*****
0500000US26057,26057,"Gratiot County, Michigan",42340,*****
0500000US26059,26059,"Hillsdale County, Michigan",46617,*****
0500000US26061,26061,"Houghton County, Michigan",36519,*****
0500000US26063,26063,"Huron County, Michigan",33001,*****
0500000US26065,26065,"Ingham County, Michigan",281323,*****
0500000US26067,26067,"Ionia County, Michigan",64149,*****
0500000US26069,26069,"Iosco County, Michigan",25880,*****
0500000US26071,26071,"Iron County, Michigan",11837,*****
0500000US26073,26073,"Isabella County, Michigan",70186,*****
0500000US26075,26075,"Jackson County, Michigan",160257,*****
0500000US26077,26077,"Kalamazoo County, Michigan",250704,*****
0500000US26079,26079,"Kalkaska County, Michigan",17231,*****
0500000US26081,26081,"Kent County, Michigan",605244,*****
0500000US26083,26083,"Keweenaw County, Michigan",2168,*****
0500000US26085,26085,"Lake County, Michigan",11543,*****
0500000US26087,26087,"Lapeer County, Michigan",88626,*****
0500000US26089,26089,"Leelanau County, Michigan",21677,*****
